日付,地裁・支部の名称,区分
R08/12/08,那覇地方裁判所本庁,通常
R08/12/08,新潟地方裁判所本庁,特別売却
R08/12/08,松江地方裁判所本庁,特別売却
R08/12/08,新潟地方裁判所本庁,農地
R08/12/08,那覇地方裁判所本庁,農地
R08/12/08,新潟地方裁判所本庁,特別売却（農地）
R08/12/08,松江地方裁判所本庁,特別売却（農地）
R08/12/09,前橋地方裁判所高崎支部,通常
R08/12/09,大分地方裁判所杵築支部,通常
R08/12/09,旭川地方裁判所本庁,特別売却
R08/12/09,釧路地方裁判所北見支部,特別売却
R08/12/09,横浜地方裁判所本庁,特別売却
R08/12/09,静岡地方裁判所本庁,特別売却
R08/12/09,前橋地方裁判所高崎支部,農地
R08/12/09,大分地方裁判所杵築支部,農地
R08/12/09,旭川地方裁判所本庁,特別売却（農地）
R08/12/09,釧路地方裁判所北見支部,特別売却（農地）
R08/12/09,横浜地方裁判所本庁,特別売却（農地）
R08/12/09,静岡地方裁判所本庁,特別売却（農地）
R08/12/10,青森地方裁判所八戸支部,通常
R08/12/10,秋田地方裁判所横手支部,通常
R08/12/10,宮崎地方裁判所本庁,通常
R08/12/10,鹿児島地方裁判所名瀬支部,通常
R08/12/10,宇都宮地方裁判所足利支部,特別売却
R08/12/10,さいたま地方裁判所本庁,特別売却
R08/12/10,東京地方裁判所本庁,特別売却
R08/12/10,横浜地方裁判所川崎支部,特別売却
R08/12/10,静岡地方裁判所沼津支部,特別売却
R08/12/10,静岡地方裁判所浜松支部,特別売却
R08/12/10,静岡地方裁判所富士支部,特別売却
R08/12/10,大分地方裁判所竹田支部,農地
R08/12/10,宮崎地方裁判所本庁,農地
R08/12/10,鹿児島地方裁判所名瀬支部,農地
R08/12/10,宇都宮地方裁判所足利支部,特別売却（農地）
R08/12/10,さいたま地方裁判所本庁,特別売却（農地）
R08/12/10,静岡地方裁判所沼津支部,特別売却（農地）
R08/12/10,静岡地方裁判所浜松支部,特別売却（農地）
R08/12/10,静岡地方裁判所富士支部,特別売却（農地）
R08/12/11,盛岡地方裁判所一関支部,通常
R08/12/11,高知地方裁判所本庁,通常
R08/12/11,千葉地方裁判所松戸支部,特別売却
R08/12/11,高知地方裁判所本庁,農地
R08/12/14,水戸地方裁判所土浦支部,通常
R08/12/14,新潟地方裁判所長岡支部,通常
R08/12/14,新潟地方裁判所高田支部,通常
R08/12/14,長崎地方裁判所本庁,通常
R08/12/14,水戸地方裁判所本庁,特別売却
R08/12/14,水戸地方裁判所土浦支部,特別売却
R08/12/14,水戸地方裁判所土浦支部,農地
R08/12/14,新潟地方裁判所長岡支部,農地
R08/12/14,新潟地方裁判所高田支部,農地
R08/12/14,長崎地方裁判所本庁,農地
R08/12/14,水戸地方裁判所本庁,特別売却（農地）
R08/12/14,水戸地方裁判所土浦支部,特別売却（農地）
R08/12/15,福島地方裁判所いわき支部,通常
R08/12/15,神戸地方裁判所姫路支部,通常
R08/12/15,徳島地方裁判所本庁,通常
R08/12/15,福島地方裁判所いわき支部,農地
R08/12/15,徳島地方裁判所本庁,農地
R08/12/16,盛岡地方裁判所遠野支部,通常
R08/12/16,秋田地方裁判所大曲支部,通常
R08/12/16,福島地方裁判所会津若松支部,通常
R08/12/16,横浜地方裁判所小田原支部,通常
R08/12/16,横浜地方裁判所相模原支部,通常
R08/12/16,福岡地方裁判所飯塚支部,通常
R08/12/16,大分地方裁判所佐伯支部,通常
R08/12/16,鹿児島地方裁判所鹿屋支部,通常
R08/12/16,青森地方裁判所弘前支部,特別売却
R08/12/16,秋田地方裁判所本庁,特別売却
R08/12/16,宇都宮地方裁判所本庁,特別売却
R08/12/16,東京地方裁判所立川支部,特別売却
R08/12/16,岐阜地方裁判所本庁,特別売却
R08/12/16,大津地方裁判所本庁,特別売却
R08/12/16,福島地方裁判所会津若松支部,農地
R08/12/16,横浜地方裁判所小田原支部,農地
R08/12/16,福岡地方裁判所飯塚支部,農地
R08/12/16,大分地方裁判所佐伯支部,農地
R08/12/16,鹿児島地方裁判所鹿屋支部,農地
R08/12/16,青森地方裁判所弘前支部,特別売却（農地）
R08/12/16,宇都宮地方裁判所本庁,特別売却（農地）
R08/12/16,岐阜地方裁判所本庁,特別売却（農地）
R08/12/17,函館地方裁判所本庁,通常
R08/12/17,青森地方裁判所本庁,通常
R08/12/17,横浜地方裁判所本庁,通常
R08/12/17,横浜地方裁判所横須賀支部,通常
R08/12/17,長野地方裁判所上田支部,通常
R08/12/17,奈良地方裁判所葛城支部,通常
R08/12/17,和歌山地方裁判所御坊支部,通常
R08/12/17,福岡地方裁判所直方支部,通常
R08/12/17,釧路地方裁判所本庁,特別売却
R08/12/17,釧路地方裁判所帯広支部,特別売却
R08/12/17,青森地方裁判所八戸支部,特別売却
R08/12/17,水戸地方裁判所龍ケ崎支部,特別売却
R08/12/17,さいたま地方裁判所熊谷支部,特別売却
R08/12/17,さいたま地方裁判所越谷支部,特別売却
R08/12/17,千葉地方裁判所本庁,特別売却
R08/12/17,横浜地方裁判所小田原支部,特別売却
R08/12/17,横浜地方裁判所相模原支部,特別売却
R08/12/17,名古屋地方裁判所本庁,特別売却
R08/12/17,名古屋地方裁判所一宮支部,特別売却
R08/12/17,名古屋地方裁判所豊橋支部,特別売却
R08/12/17,津地方裁判所四日市支部,特別売却
R08/12/17,徳島地方裁判所本庁,特別売却
R08/12/17,高松地方裁判所本庁,特別売却
R08/12/17,高知地方裁判所本庁,特別売却
R08/12/17,函館地方裁判所本庁,農地
R08/12/17,青森地方裁判所本庁,農地
R08/12/17,横浜地方裁判所横須賀支部,農地
R08/12/17,長野地方裁判所上田支部,農地
R08/12/17,奈良地方裁判所葛城支部,農地
R08/12/17,和歌山地方裁判所御坊支部,農地
R08/12/17,釧路地方裁判所本庁,特別売却（農地）
R08/12/17,釧路地方裁判所帯広支部,特別売却（農地）
R08/12/17,水戸地方裁判所龍ケ崎支部,特別売却（農地）
R08/12/17,さいたま地方裁判所越谷支部,特別売却（農地）
R08/12/17,千葉地方裁判所本庁,特別売却（農地）
R08/12/17,横浜地方裁判所小田原支部,特別売却（農地）
R08/12/17,横浜地方裁判所相模原支部,特別売却（農地）
R08/12/17,名古屋地方裁判所本庁,特別売却（農地）
R08/12/17,名古屋地方裁判所一宮支部,特別売却（農地）
R08/12/17,名古屋地方裁判所豊橋支部,特別売却（農地）
R08/12/17,徳島地方裁判所本庁,特別売却（農地）
R08/12/17,高松地方裁判所本庁,特別売却（農地）
R08/12/17,高知地方裁判所本庁,特別売却（農地）
R08/12/18,札幌地方裁判所本庁,通常
R08/12/18,旭川地方裁判所本庁,通常
R08/12/18,福島地方裁判所相馬支部,通常
R08/12/18,金沢地方裁判所本庁,通常
R08/12/18,奈良地方裁判所本庁,通常
R08/12/18,和歌山地方裁判所本庁,通常
R08/12/18,和歌山地方裁判所田辺支部,通常
R08/12/18,札幌地方裁判所本庁,特別売却
R08/12/18,青森地方裁判所本庁,特別売却
R08/12/18,さいたま地方裁判所川越支部,特別売却
R08/12/18,新潟地方裁判所高田支部,特別売却
R08/12/18,甲府地方裁判所本庁,特別売却
R08/12/18,長野地方裁判所本庁,特別売却
R08/12/18,長野地方裁判所松本支部,特別売却
R08/12/18,名古屋地方裁判所岡崎支部,特別売却
R08/12/18,津地方裁判所本庁,特別売却
R08/12/18,松江地方裁判所浜田支部,特別売却
R08/12/18,松山地方裁判所本庁,特別売却
R08/12/18,旭川地方裁判所本庁,農地
R08/12/18,福島地方裁判所相馬支部,農地
R08/12/18,金沢地方裁判所本庁,農地
R08/12/18,和歌山地方裁判所本庁,農地
R08/12/18,和歌山地方裁判所田辺支部,農地
R08/12/18,青森地方裁判所本庁,特別売却（農地）
R08/12/18,新潟地方裁判所高田支部,特別売却（農地）
R08/12/18,甲府地方裁判所本庁,特別売却（農地）
R08/12/18,長野地方裁判所本庁,特別売却（農地）
R08/12/18,名古屋地方裁判所岡崎支部,特別売却（農地）
R08/12/18,松江地方裁判所浜田支部,特別売却（農地）
R08/12/18,松山地方裁判所本庁,特別売却（農地）
R08/12/21,神戸地方裁判所本庁,通常
R08/12/21,福岡地方裁判所行橋支部,通常
R08/12/21,長崎地方裁判所佐世保支部,通常
R08/12/21,函館地方裁判所本庁,特別売却
R08/12/21,津地方裁判所伊勢支部,特別売却
R08/12/21,函館地方裁判所本庁,特別売却（農地）
R08/12/22,秋田地方裁判所大館支部,通常
R08/12/22,山形地方裁判所本庁,通常
R08/12/22,東京地方裁判所立川支部,通常
R08/12/22,名古屋地方裁判所一宮支部,通常
R08/12/22,名古屋地方裁判所豊橋支部,通常
R08/12/22,大津地方裁判所本庁,通常
R08/12/22,神戸地方裁判所尼崎支部,通常
R08/12/22,福岡地方裁判所久留米支部,通常
R08/12/22,福岡地方裁判所小倉支部,通常
R08/12/22,佐賀地方裁判所本庁,通常
R08/12/22,熊本地方裁判所本庁,通常
R08/12/22,鹿児島地方裁判所本庁,通常
R08/12/22,山形地方裁判所本庁,農地
R08/12/22,名古屋地方裁判所一宮支部,農地
R08/12/22,名古屋地方裁判所豊橋支部,農地
R08/12/22,大津地方裁判所本庁,農地
R08/12/22,福岡地方裁判所久留米支部,農地
R08/12/22,佐賀地方裁判所本庁,農地
R08/12/22,熊本地方裁判所本庁,農地
R08/12/22,鹿児島地方裁判所本庁,農地
R08/12/23,盛岡地方裁判所本庁,通常
R08/12/23,名古屋地方裁判所岡崎支部,通常
R08/12/23,京都地方裁判所本庁,通常
R08/12/23,大阪地方裁判所岸和田支部,通常
R08/12/23,山口地方裁判所下関支部,通常
R08/12/23,福岡地方裁判所柳川支部,通常
R08/12/23,福岡地方裁判所八女支部,通常
R08/12/23,大分地方裁判所中津支部,通常
R08/12/23,横浜地方裁判所本庁,特別売却
R08/12/23,富山地方裁判所本庁,特別売却
R08/12/23,長野地方裁判所飯田支部,農地
R08/12/23,名古屋地方裁判所岡崎支部,農地
R08/12/23,山口地方裁判所下関支部,農地
R08/12/23,福岡地方裁判所八女支部,農地
R08/12/23,大分地方裁判所中津支部,農地
R08/12/23,富山地方裁判所本庁,特別売却（農地）
R08/12/24,青森地方裁判所弘前支部,通常
R08/12/24,横浜地方裁判所本庁,通常
R08/12/24,福井地方裁判所本庁,通常
R08/12/24,長野地方裁判所本庁,通常
R08/12/24,長野地方裁判所松本支部,通常
R08/12/24,長野地方裁判所伊那支部,通常
R08/12/24,大津地方裁判所長浜支部,通常
R08/12/24,熊本地方裁判所八代支部,通常
R08/12/24,大分地方裁判所日田支部,通常
R08/12/24,東京地方裁判所本庁,特別売却
R08/12/24,富山地方裁判所高岡支部,特別売却
R08/12/24,長野地方裁判所諏訪支部,特別売却
R08/12/24,長野地方裁判所佐久支部,特別売却
R08/12/24,津地方裁判所伊賀支部,特別売却
R08/12/24,青森地方裁判所弘前支部,農地
R08/12/24,横浜地方裁判所本庁,農地
R08/12/24,大津地方裁判所長浜支部,農地
R08/12/24,福岡地方裁判所直方支部,農地
R08/12/24,大分地方裁判所日田支部,農地
R08/12/24,富山地方裁判所高岡支部,特別売却（農地）
R08/12/24,長野地方裁判所諏訪支部,特別売却（農地）
R08/12/24,長野地方裁判所佐久支部,特別売却（農地）
R08/12/25,秋田地方裁判所本庁,通常
R08/12/25,東京地方裁判所本庁,通常
R08/12/25,静岡地方裁判所本庁,通常
R08/12/25,静岡地方裁判所沼津支部,通常
R08/12/25,静岡地方裁判所浜松支部,通常
R08/12/25,静岡地方裁判所富士支部,通常
R08/12/25,岐阜地方裁判所多治見支部,特別売却
R08/12/25,静岡地方裁判所本庁,農地
R08/12/25,静岡地方裁判所沼津支部,農地
R08/12/25,静岡地方裁判所浜松支部,農地
R08/12/25,静岡地方裁判所富士支部,農地
R08/12/25,岐阜地方裁判所多治見支部,特別売却（農地）
R09/01/05,京都地方裁判所宮津支部,通常
R09/01/06,水戸地方裁判所本庁,通常
R09/01/06,大分地方裁判所佐伯支部,通常
R09/01/06,水戸地方裁判所本庁,農地
R09/01/07,京都地方裁判所舞鶴支部,通常
R09/01/08,旭川地方裁判所本庁,通常
R09/01/08,京都地方裁判所福知山支部,通常
R09/01/08,旭川地方裁判所本庁,農地
R09/01/12,福島地方裁判所いわき支部,通常
R09/01/12,水戸地方裁判所土浦支部,通常
R09/01/12,東京地方裁判所立川支部,通常
R09/01/12,新潟地方裁判所高田支部,通常
R09/01/12,徳島地方裁判所本庁,通常
R09/01/12,福島地方裁判所いわき支部,農地
R09/01/12,水戸地方裁判所土浦支部,農地
R09/01/12,徳島地方裁判所本庁,農地
R09/01/13,東京地方裁判所本庁,通常
R09/01/13,横浜地方裁判所小田原支部,通常
R09/01/13,和歌山地方裁判所新宮支部,通常
R09/01/13,大分地方裁判所杵築支部,通常
R09/01/13,横浜地方裁判所小田原支部,農地
R09/01/14,横浜地方裁判所本庁,通常
R09/01/14,横浜地方裁判所横須賀支部,通常
R09/01/14,福岡地方裁判所大牟田支部,通常
R09/01/14,大分地方裁判所本庁,通常
R09/01/14,鹿児島地方裁判所名瀬支部,通常
R09/01/14,横浜地方裁判所横須賀支部,農地
R09/01/14,熊本地方裁判所八代支部,農地
R09/01/14,大分地方裁判所本庁,農地
R09/01/14,鹿児島地方裁判所名瀬支部,農地
R09/01/15,秋田地方裁判所能代支部,通常
R09/01/15,大阪地方裁判所堺支部,通常
R09/01/18,函館地方裁判所本庁,特別売却
R09/01/19,新潟地方裁判所佐渡支部,通常
R09/01/19,大津地方裁判所本庁,通常
R09/01/19,那覇地方裁判所本庁,通常
R09/01/19,新潟地方裁判所本庁,特別売却
R09/01/19,那覇地方裁判所本庁,農地
R09/01/19,新潟地方裁判所本庁,特別売却（農地）
R09/01/19,松江地方裁判所本庁,特別売却（農地）
R09/01/20,福島地方裁判所会津若松支部,通常
R09/01/20,前橋地方裁判所高崎支部,通常
R09/01/20,横浜地方裁判所相模原支部,通常
R09/01/20,長野地方裁判所飯田支部,通常
R09/01/20,長野地方裁判所佐久支部,通常
R09/01/20,京都地方裁判所本庁,通常
R09/01/20,大分地方裁判所竹田支部,通常
R09/01/20,鹿児島地方裁判所鹿屋支部,通常
R09/01/20,旭川地方裁判所本庁,特別売却
R09/01/20,青森地方裁判所弘前支部,特別売却
R09/01/20,秋田地方裁判所本庁,特別売却
R09/01/20,東京地方裁判所立川支部,特別売却
R09/01/20,横浜地方裁判所本庁,特別売却
R09/01/20,静岡地方裁判所本庁,特別売却
R09/01/20,前橋地方裁判所高崎支部,農地
R09/01/20,長野地方裁判所佐久支部,農地
R09/01/20,鹿児島地方裁判所鹿屋支部,農地
R09/01/20,旭川地方裁判所本庁,特別売却（農地）
R09/01/20,青森地方裁判所弘前支部,特別売却（農地）
R09/01/20,東京地方裁判所立川支部,特別売却（農地）
R09/01/20,横浜地方裁判所本庁,特別売却（農地）
R09/01/20,静岡地方裁判所本庁,特別売却（農地）
R09/01/21,青森地方裁判所八戸支部,特別売却
R09/01/21,前橋地方裁判所高崎支部,特別売却
R09/01/21,横浜地方裁判所小田原支部,特別売却
R09/01/21,横浜地方裁判所相模原支部,特別売却
R09/01/21,金沢地方裁判所本庁,特別売却
R09/01/21,福井地方裁判所本庁,特別売却
R09/01/21,静岡地方裁判所沼津支部,特別売却
R09/01/21,静岡地方裁判所浜松支部,特別売却
R09/01/21,静岡地方裁判所富士支部,特別売却
R09/01/21,名古屋地方裁判所一宮支部,特別売却
R09/01/21,名古屋地方裁判所豊橋支部,特別売却
R09/01/21,徳島地方裁判所本庁,特別売却
R09/01/21,高知地方裁判所本庁,特別売却
R09/01/21,長野地方裁判所本庁,農地
R09/01/21,長野地方裁判所松本支部,農地
R09/01/21,長野地方裁判所伊那支部,農地
R09/01/21,前橋地方裁判所沼田支部,特別売却（農地）
R09/01/21,さいたま地方裁判所熊谷支部,特別売却（農地）
R09/01/21,横浜地方裁判所小田原支部,特別売却（農地）
R09/01/21,金沢地方裁判所本庁,特別売却（農地）
R09/01/21,福井地方裁判所本庁,特別売却（農地）
R09/01/21,静岡地方裁判所沼津支部,特別売却（農地）
R09/01/21,静岡地方裁判所浜松支部,特別売却（農地）
R09/01/21,静岡地方裁判所富士支部,特別売却（農地）
R09/01/21,名古屋地方裁判所一宮支部,特別売却（農地）
R09/01/21,名古屋地方裁判所豊橋支部,特別売却（農地）
R09/01/21,徳島地方裁判所本庁,特別売却（農地）
R09/01/21,高松地方裁判所本庁,特別売却（農地）
R09/01/21,高知地方裁判所本庁,特別売却（農地）
R09/01/22,福島地方裁判所相馬支部,通常
R09/01/22,札幌地方裁判所本庁,特別売却
R09/01/22,青森地方裁判所本庁,特別売却
R09/01/22,横浜地方裁判所横須賀支部,特別売却
R09/01/22,新潟地方裁判所長岡支部,特別売却
R09/01/22,新潟地方裁判所高田支部,特別売却
R09/01/22,長野地方裁判所本庁,特別売却
R09/01/22,長野地方裁判所上田支部,特別売却
R09/01/22,長野地方裁判所松本支部,特別売却
R09/01/22,長野地方裁判所伊那支部,特別売却
R09/01/22,名古屋地方裁判所岡崎支部,特別売却
R09/01/22,盛岡地方裁判所一関支部,農地
R09/01/22,札幌地方裁判所本庁,特別売却（農地）
R09/01/22,青森地方裁判所本庁,特別売却（農地）
R09/01/22,横浜地方裁判所横須賀支部,特別売却（農地）
R09/01/22,新潟地方裁判所長岡支部,特別売却（農地）
R09/01/22,新潟地方裁判所高田支部,特別売却（農地）
R09/01/22,長野地方裁判所本庁,特別売却（農地）
R09/01/22,長野地方裁判所上田支部,特別売却（農地）
R09/01/22,長野地方裁判所松本支部,特別売却（農地）
R09/01/22,長野地方裁判所伊那支部,特別売却（農地）
R09/01/22,名古屋地方裁判所岡崎支部,特別売却（農地）
R09/01/22,松江地方裁判所浜田支部,特別売却（農地）
R09/01/22,松山地方裁判所本庁,特別売却（農地）
R09/01/25,新潟地方裁判所本庁,通常
R09/01/25,水戸地方裁判所本庁,特別売却
R09/01/25,水戸地方裁判所土浦支部,特別売却
R09/01/25,水戸地方裁判所本庁,特別売却（農地）
R09/01/25,水戸地方裁判所土浦支部,特別売却（農地）
R09/01/26,青森地方裁判所弘前支部,通常
R09/01/26,山形地方裁判所本庁,通常
R09/01/26,東京地方裁判所本庁,通常
R09/01/26,名古屋地方裁判所一宮支部,通常
R09/01/26,名古屋地方裁判所岡崎支部,通常
R09/01/26,名古屋地方裁判所豊橋支部,通常
R09/01/26,神戸地方裁判所姫路支部,通常
R09/01/26,福岡地方裁判所小倉支部,通常
R09/01/26,熊本地方裁判所本庁,通常
R09/01/26,青森地方裁判所弘前支部,農地
R09/01/26,山形地方裁判所本庁,農地
R09/01/27,大分地方裁判所中津支部,通常
R09/01/27,大津地方裁判所本庁,特別売却
R09/01/27,山口地方裁判所下関支部,農地
R09/01/27,大津地方裁判所本庁,特別売却（農地）
R09/01/28,横浜地方裁判所本庁,通常
R09/01/28,熊本地方裁判所八代支部,通常
R09/01/28,東京地方裁判所本庁,特別売却
R09/01/29,長崎地方裁判所佐世保支部,通常
R09/01/29,大津地方裁判所長浜支部,特別売却
R09/01/29,長崎地方裁判所佐世保支部,農地
R09/01/29,大津地方裁判所長浜支部,特別売却（農地）
R09/02/01,東京地方裁判所立川支部,通常
R09/02/01,新潟地方裁判所長岡支部,通常
R09/02/01,大津地方裁判所彦根支部,特別売却
R09/02/01,大津地方裁判所彦根支部,特別売却（農地）
R09/02/02,神戸地方裁判所尼崎支部,通常
R09/02/03,水戸地方裁判所本庁,通常
R09/02/03,長野地方裁判所諏訪支部,通常
R09/02/03,福岡地方裁判所飯塚支部,通常
R09/02/03,横浜地方裁判所本庁,特別売却
R09/02/03,水戸地方裁判所本庁,農地
R09/02/03,長野地方裁判所諏訪支部,農地
R09/02/04,福井地方裁判所本庁,通常
R09/02/05,旭川地方裁判所本庁,通常
R09/02/05,和歌山地方裁判所田辺支部,通常
R09/02/05,旭川地方裁判所本庁,農地
R09/02/08,水戸地方裁判所土浦支部,通常
R09/02/08,水戸地方裁判所土浦支部,農地
R09/02/09,福島地方裁判所いわき支部,通常
R09/02/09,徳島地方裁判所本庁,通常
R09/02/09,佐賀地方裁判所本庁,通常
R09/02/09,福島地方裁判所いわき支部,農地
R09/02/09,徳島地方裁判所本庁,農地
R09/02/09,佐賀地方裁判所本庁,農地
R09/02/10,秋田地方裁判所大曲支部,通常
R09/02/10,東京地方裁判所本庁,通常
R09/02/10,横浜地方裁判所横須賀支部,通常
R09/02/10,横浜地方裁判所小田原支部,通常
R09/02/10,長野地方裁判所上田支部,通常
R09/02/10,大分地方裁判所日田支部,通常
R09/02/10,旭川地方裁判所本庁,特別売却
R09/02/10,東京地方裁判所立川支部,特別売却
R09/02/10,静岡地方裁判所本庁,特別売却
R09/02/10,京都地方裁判所宮津支部,特別売却
R09/02/10,横浜地方裁判所小田原支部,農地
R09/02/10,長野地方裁判所上田支部,農地
R09/02/10,旭川地方裁判所本庁,特別売却（農地）
R09/02/10,静岡地方裁判所本庁,特別売却（農地）
R09/02/12,和歌山地方裁判所本庁,通常
R09/02/12,福岡地方裁判所直方支部,通常
R09/02/12,大分地方裁判所本庁,通常
R09/02/12,東京地方裁判所本庁,特別売却
R09/02/12,静岡地方裁判所沼津支部,特別売却
R09/02/12,静岡地方裁判所浜松支部,特別売却
R09/02/12,静岡地方裁判所富士支部,特別売却
R09/02/12,京都地方裁判所舞鶴支部,特別売却
R09/02/12,静岡地方裁判所沼津支部,特別売却（農地）
R09/02/12,静岡地方裁判所浜松支部,特別売却（農地）
R09/02/12,静岡地方裁判所富士支部,特別売却（農地）
R09/02/15,秋田地方裁判所大館支部,通常
R09/02/15,長崎地方裁判所本庁,通常
R09/02/15,京都地方裁判所福知山支部,特別売却
R09/02/15,長崎地方裁判所本庁,農地
R09/02/16,山形地方裁判所本庁,通常
R09/02/16,福岡地方裁判所久留米支部,通常
R09/02/16,熊本地方裁判所本庁,通常
R09/02/17,福島地方裁判所会津若松支部,通常
R09/02/17,横浜地方裁判所相模原支部,通常
R09/02/17,青森地方裁判所弘前支部,特別売却
R09/02/17,横浜地方裁判所本庁,特別売却
R09/02/17,大津地方裁判所本庁,特別売却
R09/02/17,長野地方裁判所飯田支部,農地
R09/02/17,福岡地方裁判所柳川支部,農地
R09/02/17,青森地方裁判所弘前支部,特別売却（農地）
R09/02/17,大津地方裁判所本庁,特別売却（農地）
R09/02/18,秋田地方裁判所横手支部,通常
R09/02/18,長野地方裁判所本庁,通常
R09/02/18,長野地方裁判所松本支部,通常
R09/02/18,長野地方裁判所伊那支部,通常
R09/02/18,青森地方裁判所八戸支部,特別売却
R09/02/18,横浜地方裁判所小田原支部,特別売却
R09/02/18,横浜地方裁判所相模原支部,特別売却
R09/02/18,長野地方裁判所飯田支部,特別売却
R09/02/18,長野地方裁判所佐久支部,特別売却
R09/02/18,徳島地方裁判所本庁,特別売却
R09/02/18,長野地方裁判所本庁,農地
R09/02/18,横浜地方裁判所小田原支部,特別売却（農地）
R09/02/18,横浜地方裁判所相模原支部,特別売却（農地）
R09/02/18,長野地方裁判所飯田支部,特別売却（農地）
R09/02/18,長野地方裁判所佐久支部,特別売却（農地）
R09/02/18,徳島地方裁判所本庁,特別売却（農地）
R09/02/18,高知地方裁判所本庁,特別売却（農地）
R09/02/19,盛岡地方裁判所一関支部,通常
R09/02/19,横浜地方裁判所横須賀支部,特別売却
R09/02/19,新潟地方裁判所高田支部,特別売却
R09/02/19,青森地方裁判所本庁,特別売却（農地）
R09/02/19,横浜地方裁判所横須賀支部,特別売却（農地）
R09/02/19,新潟地方裁判所高田支部,特別売却（農地）
R09/02/22,福岡地方裁判所小倉支部,通常
R09/02/22,水戸地方裁判所本庁,特別売却
R09/02/22,水戸地方裁判所土浦支部,特別売却
R09/02/22,福岡地方裁判所小倉支部,農地
R09/02/22,函館地方裁判所本庁,特別売却（農地）
R09/02/22,水戸地方裁判所本庁,特別売却（農地）
R09/02/22,水戸地方裁判所土浦支部,特別売却（農地）
R09/02/24,山口地方裁判所下関支部,通常
R09/02/24,山口地方裁判所下関支部,農地
R09/02/25,和歌山地方裁判所御坊支部,通常
R09/02/25,東京地方裁判所本庁,特別売却
R09/02/25,名古屋地方裁判所一宮支部,特別売却
R09/02/25,名古屋地方裁判所豊橋支部,特別売却
R09/02/25,和歌山地方裁判所御坊支部,農地
R09/02/25,名古屋地方裁判所一宮支部,特別売却（農地）
R09/02/25,名古屋地方裁判所豊橋支部,特別売却（農地）
R09/02/26,名古屋地方裁判所岡崎支部,特別売却
R09/02/26,名古屋地方裁判所岡崎支部,特別売却（農地）
R09/03/02,青森地方裁判所弘前支部,通常
R09/03/02,青森地方裁判所弘前支部,農地
R09/03/03,水戸地方裁判所本庁,通常
R09/03/03,前橋地方裁判所高崎支部,通常
R09/03/03,福岡地方裁判所八女支部,通常
R09/03/03,東京地方裁判所立川支部,特別売却
R09/03/03,横浜地方裁判所本庁,特別売却
R09/03/03,水戸地方裁判所本庁,農地
R09/03/03,前橋地方裁判所高崎支部,農地
R09/03/04,前橋地方裁判所高崎支部,特別売却
R09/03/04,福井地方裁判所本庁,特別売却
R09/03/04,長野地方裁判所諏訪支部,特別売却
R09/03/04,前橋地方裁判所高崎支部,特別売却（農地）
R09/03/04,福井地方裁判所本庁,特別売却（農地）
R09/03/04,長野地方裁判所諏訪支部,特別売却（農地）
R09/03/05,新潟地方裁判所長岡支部,特別売却
R09/03/05,新潟地方裁判所長岡支部,特別売却（農地）
R09/03/05,松山地方裁判所本庁,特別売却（農地）
R09/03/08,水戸地方裁判所土浦支部,通常
R09/03/08,新潟地方裁判所佐渡支部,特別売却
R09/03/08,水戸地方裁判所土浦支部,農地
R09/03/08,新潟地方裁判所佐渡支部,特別売却（農地）
R09/03/09,新潟地方裁判所本庁,特別売却
R09/03/09,新潟地方裁判所本庁,特別売却（農地）
R09/03/10,福岡地方裁判所飯塚支部,通常
R09/03/10,旭川地方裁判所本庁,特別売却
R09/03/10,旭川地方裁判所本庁,特別売却（農地）
R09/03/10,静岡地方裁判所本庁,特別売却（農地）
R09/03/11,和歌山地方裁判所新宮支部,通常
R09/03/11,東京地方裁判所本庁,特別売却
R09/03/11,金沢地方裁判所本庁,特別売却（農地）
R09/03/11,静岡地方裁判所沼津支部,特別売却（農地）
R09/03/11,静岡地方裁判所浜松支部,特別売却（農地）
R09/03/11,静岡地方裁判所富士支部,特別売却（農地）
R09/03/12,長野地方裁判所上田支部,特別売却
R09/03/12,長野地方裁判所上田支部,特別売却（農地）
R09/03/16,徳島地方裁判所本庁,通常
R09/03/16,徳島地方裁判所本庁,農地
R09/03/17,秋田地方裁判所大曲支部,通常
R09/03/17,長野地方裁判所飯田支部,通常
R09/03/17,長野地方裁判所佐久支部,通常
R09/03/17,青森地方裁判所弘前支部,特別売却
R09/03/17,横浜地方裁判所本庁,特別売却
R09/03/17,長野地方裁判所佐久支部,農地
R09/03/17,青森地方裁判所弘前支部,特別売却（農地）
R09/03/17,横浜地方裁判所本庁,特別売却（農地）
R09/03/18,秋田地方裁判所横手支部,通常
R09/03/18,長野地方裁判所本庁,通常
R09/03/18,長野地方裁判所松本支部,通常
R09/03/18,横浜地方裁判所小田原支部,特別売却
R09/03/18,横浜地方裁判所相模原支部,特別売却
R09/03/18,徳島地方裁判所本庁,特別売却
R09/03/18,長野地方裁判所本庁,農地
R09/03/18,長野地方裁判所松本支部,農地
R09/03/18,長野地方裁判所伊那支部,農地
R09/03/18,横浜地方裁判所小田原支部,特別売却（農地）
R09/03/18,名古屋地方裁判所一宮支部,特別売却（農地）
R09/03/18,名古屋地方裁判所豊橋支部,特別売却（農地）
R09/03/18,徳島地方裁判所本庁,特別売却（農地）
R09/03/19,盛岡地方裁判所一関支部,通常
R09/03/19,和歌山地方裁判所田辺支部,通常
R09/03/19,横浜地方裁判所横須賀支部,特別売却
